run_name,model,family,feature_variant,best_trial,best_objective,mean_fold_val_mae,mean_fold_val_rmse,combined_val_mae,combined_val_rmse,combined_val_r2,test_mae,test_rmse,test_r2,n_candidate_groups,n_candidate_features,n_selected_groups,n_selected_features,selected_groups_str,compute_device,hardware,n_trials,train_total_seconds,study_wall_seconds,per_trial_seconds,final_fit_seconds,ablation_mode,code_version,n_test_rows
enet_fs3_np,enet,linear,fs3,59.0,13.551802651634219,13.551802651634219,19.47806442976082,13.55180265163422,19.90747920980249,0.7663717150885537,16.37869260268894,21.786534340641317,0.856956465246927,61.0,209.0,32,109,"time__intraday_position_raw, time__annual_calendar_raw, time__month_boundary_indicators, time__day_type_indicators, time__dst_indicators, time__minute_of_day_cyclical, time__weekly_calendar_cyclical, price__price_neighbor_lags_2d, price__price_neighbor_lags_3d, price__price_neighbor_lags_7d, price__price_rolling_same_period_3d, price__price_rolling_same_period_7d, price__price_daily_summary_lag_3d, price__price_daily_summary_lag_7d, price__neighbor_prices_lag_168h, price__price_neighbor_spread_rolling_7d, fundamentals__fund_wind_solar_fc, fundamentals__fund_residual_load_fc, fundamentals__fund_net_imports, fundamentals__fund_load_lag_24h, fundamentals__fund_forecast_error_24h, fundamentals__fund_dk1_gen_fc, fundamentals__fund_neighbours_wind_solar_fc, fundamentals__fund_neighbours_gen_fc, fundamentals__fund_neighbours_residual_load_fc, fundamentals__fund_ttf_da, fundamentals__fund_eua_carbon, fundamentals__fund_nordic_hydro_aggregates, fundamentals__fund_hydro_regime_dev, fundamentals__fund_np_da_volumes, fundamentals__fund_np_ida_capacity_dk2, fundamentals__fund_np_intraday",cpu,AMD EPYC-Genoa Processor (8 vCPU),100,4173.9312049001455,4187.971470423043,41.739312049001455,8.301582378335297,no_penalty,,2684.0
lgbm_fs3_np,lgbm,tree,fs3,93.0,12.577321746794182,12.577321746794182,18.053393105315784,12.577321746794182,19.72923926007123,0.7705365291984096,16.777598992564606,21.564300732323588,0.8598598135329103,61.0,209.0,34,122,"time__weekly_calendar_raw, time__annual_calendar_raw, time__month_boundary_indicators, time__dst_indicators, time__weekly_calendar_cyclical, time__annual_calendar_cyclical, time__auction_horizon, price__price_same_period_lags, price__price_neighbor_lags_1d, price__price_neighbor_lags_2d, price__price_rolling_same_period_2d, price__price_rolling_same_period_3d, price__price_rolling_same_period_7d, price__price_daily_summary_lag_1d, price__price_daily_summary_lag_2d, price__neighbor_prices_lag_168h, price__price_neighbor_spreads_lag_24h, price__price_neighbor_spreads_lag_168h, price__price_neighbor_spread_rolling_7d, price__price_dst_imputation_indicator, fundamentals__fund_load_fc, fundamentals__fund_wind_solar_fc, fundamentals__fund_residual_load_fc, fundamentals__fund_scheduled_exchanges, fundamentals__fund_net_imports, fundamentals__fund_wind_solar_lag_24h, fundamentals__fund_forecast_error_24h, fundamentals__fund_dk1_gen_fc, fundamentals__fund_neighbours_wind_solar_fc, fundamentals__fund_neighbours_gen_fc, fundamentals__fund_system_aggregates, fundamentals__fund_nordic_hydro_levels, fundamentals__fund_hydro_regime_dev, fundamentals__fund_np_intraday",cpu,AMD EPYC-Genoa Processor (8 vCPU),100,1563.0389189366251,1570.168734475039,15.630389189366252,3.8956341138109565,no_penalty,,2684.0
xgb_fs3_wp,xgb,tree,fs3,99.0,12.475707066322355,12.339799936351378,17.56089441627721,12.339799936351374,18.792312411761568,0.7918131344295147,16.871309189582313,21.092674427566283,0.8659227079766684,61.0,209.0,26,84,"time__intraday_position_raw, time__intraday_position_dst_aware, time__annual_calendar_raw, time__month_boundary_indicators, time__holiday_indicators, time__dst_indicators, time__intraday_settlement_period_cyclical, time__weekly_calendar_cyclical, price__price_neighbor_lags_1d, price__price_neighbor_lags_7d, price__price_rolling_same_period_7d, price__neighbor_prices_lag_24h, price__price_neighbor_spreads_lag_24h, price__price_neighbor_spreads_lag_168h, price__price_neighbor_spread_rolling_7d, fundamentals__fund_residual_load_fc, fundamentals__fund_net_imports, fundamentals__fund_wind_solar_lag_24h, fundamentals__fund_dk1_gen_fc, fundamentals__fund_neighbours_wind_solar_fc, fundamentals__fund_neighbours_gen_fc, fundamentals__fund_system_aggregates, fundamentals__fund_system_stress, fundamentals__fund_eua_carbon, fundamentals__fund_nordic_hydro_levels, fundamentals__fund_np_ida_capacity_dk2",cpu,AMD EPYC-Genoa Processor (8 vCPU),100,3906.079781211447,3901.813943108078,39.06079781211447,15.289077479857951,with_penalty,,2684.0
ridge_fs4_np,ridge,linear,fs4,82.0,13.423265541909137,13.423265541909137,19.3747367405576,13.423265541909135,20.000404711985475,0.7641855321724131,16.97663187011079,22.767093309999737,0.8437906208188877,71.0,233.0,39,126,"time__intraday_position_raw, time__intraday_position_dst_aware, time__weekly_calendar_raw, time__day_type_indicators, time__dst_indicators, time__intraday_settlement_period_cyclical, time__weekly_calendar_cyclical, time__auction_horizon, price__price_same_period_lags, price__price_neighbor_lags_1d, price__price_neighbor_lags_2d, price__price_neighbor_lags_7d, price__price_rolling_same_period_7d, price__price_daily_summary_lag_1d, price__price_daily_summary_lag_3d, price__neighbor_prices_lag_24h, price__neighbor_prices_lag_168h, price__price_neighbor_spreads_lag_168h, price__price_neighbor_spread_rolling_7d, price__price_dst_imputation_indicator, fundamentals__fund_residual_load_fc, fundamentals__fund_net_imports, fundamentals__fund_wind_solar_lag_24h, fundamentals__fund_residual_load_rolling, fundamentals__fund_neighbours_wind_solar_fc, fundamentals__fund_neighbours_gen_fc, fundamentals__fund_neighbours_residual_load_fc, fundamentals__fund_system_aggregates, fundamentals__fund_system_stress, fundamentals__fund_ttf_da, fundamentals__fund_eua_carbon, fundamentals__fund_nordic_hydro_levels, fundamentals__fund_nordic_hydro_aggregates, fundamentals__fund_np_ida_volumes, fundamentals__fund_np_ida_capacity_aggregates, fundamentals__fund_np_intraday, weather__weather_wind100m_zones, weather__weather_solar, weather__weather_pressure",cpu,AMD EPYC-Genoa Processor (8 vCPU),100,45.41374126356095,64.84321782598272,0.4541374126356095,0.10050052776932716,no_penalty,,2684.0
ridge_fs4_wp,ridge,linear,fs4,82.0,13.59886972494728,13.423265541909137,19.3747367405576,13.423265541909135,20.000404711985475,0.7641855321724131,16.97663187011079,22.767093309999737,0.8437906208188877,71.0,233.0,39,126,"time__intraday_position_raw, time__intraday_position_dst_aware, time__weekly_calendar_raw, time__day_type_indicators, time__dst_indicators, time__intraday_settlement_period_cyclical, time__weekly_calendar_cyclical, time__auction_horizon, price__price_same_period_lags, price__price_neighbor_lags_1d, price__price_neighbor_lags_2d, price__price_neighbor_lags_7d, price__price_rolling_same_period_7d, price__price_daily_summary_lag_1d, price__price_daily_summary_lag_3d, price__neighbor_prices_lag_24h, price__neighbor_prices_lag_168h, price__price_neighbor_spreads_lag_168h, price__price_neighbor_spread_rolling_7d, price__price_dst_imputation_indicator, fundamentals__fund_residual_load_fc, fundamentals__fund_net_imports, fundamentals__fund_wind_solar_lag_24h, fundamentals__fund_residual_load_rolling, fundamentals__fund_neighbours_wind_solar_fc, fundamentals__fund_neighbours_gen_fc, fundamentals__fund_neighbours_residual_load_fc, fundamentals__fund_system_aggregates, fundamentals__fund_system_stress, fundamentals__fund_ttf_da, fundamentals__fund_eua_carbon, fundamentals__fund_nordic_hydro_levels, fundamentals__fund_nordic_hydro_aggregates, fundamentals__fund_np_ida_volumes, fundamentals__fund_np_ida_capacity_aggregates, fundamentals__fund_np_intraday, weather__weather_wind100m_zones, weather__weather_solar, weather__weather_pressure",cpu,AMD EPYC-Genoa Processor (8 vCPU),100,45.075999847613275,65.46988523984328,0.45075999847613274,0.10229554772377014,with_penalty,,2684.0
hgbt_fs3_np,hgbt,tree,fs3,89.0,12.279019799540347,12.279019799540347,17.386584304354766,12.27901979954035,18.91882795814425,0.7890005443537804,17.024182053417423,22.00404666730653,0.8540859721106399,61.0,209.0,29,102,"time__intraday_position_raw, time__intraday_position_dst_aware, time__annual_calendar_raw, time__month_boundary_indicators, time__holiday_indicators, time__weekly_calendar_cyclical, time__annual_calendar_cyclical, time__auction_horizon, price__price_neighbor_lags_1d, price__price_neighbor_lags_7d, price__price_rolling_same_period_2d, price__price_rolling_same_period_7d, price__price_daily_summary_lag_1d, price__neighbor_prices_lag_24h, price__price_neighbor_spreads_lag_24h, price__price_neighbor_spreads_lag_168h, price__price_neighbor_spread_rolling_7d, fundamentals__fund_load_fc, fundamentals__fund_scheduled_exchanges, fundamentals__fund_forecast_error_24h, fundamentals__fund_neighbours_load_fc, fundamentals__fund_neighbours_gen_fc, fundamentals__fund_neighbours_residual_load_fc, fundamentals__fund_system_aggregates, fundamentals__fund_system_stress, fundamentals__fund_nordic_hydro_levels, fundamentals__fund_np_ida_capacity_dk2, fundamentals__fund_np_ida_capacity_nl, fundamentals__fund_np_intraday",cpu,AMD EPYC-Genoa Processor (8 vCPU),100,3133.9115525595844,3148.5946534117684,31.339115525595844,3.367308503948152,no_penalty,,2684.0
hgbt_fs3_wp,hgbt,tree,fs3,89.0,12.431403515910258,12.279019799540347,17.386584304354766,12.27901979954035,18.91882795814425,0.7890005443537804,17.024182053417423,22.00404666730653,0.8540859721106399,61.0,209.0,29,102,"time__intraday_position_raw, time__intraday_position_dst_aware, time__annual_calendar_raw, time__month_boundary_indicators, time__holiday_indicators, time__weekly_calendar_cyclical, time__annual_calendar_cyclical, time__auction_horizon, price__price_neighbor_lags_1d, price__price_neighbor_lags_7d, price__price_rolling_same_period_2d, price__price_rolling_same_period_7d, price__price_daily_summary_lag_1d, price__neighbor_prices_lag_24h, price__price_neighbor_spreads_lag_24h, price__price_neighbor_spreads_lag_168h, price__price_neighbor_spread_rolling_7d, fundamentals__fund_load_fc, fundamentals__fund_scheduled_exchanges, fundamentals__fund_forecast_error_24h, fundamentals__fund_neighbours_load_fc, fundamentals__fund_neighbours_gen_fc, fundamentals__fund_neighbours_residual_load_fc, fundamentals__fund_system_aggregates, fundamentals__fund_system_stress, fundamentals__fund_nordic_hydro_levels, fundamentals__fund_np_ida_capacity_dk2, fundamentals__fund_np_ida_capacity_nl, fundamentals__fund_np_intraday",cpu,AMD EPYC-Genoa Processor (8 vCPU),100,3116.8513137488626,3131.260485359933,31.168513137488628,3.5150251579470932,with_penalty,,2684.0
enet_fs4_wp,enet,linear,fs4,83.0,13.782667564038782,13.643612979017927,19.567914269092533,13.643612979017927,20.23951970417972,0.7585132628649263,17.118148049205566,22.487301884670874,0.8476064339415162,71.0,233.0,31,94,"time__intraday_position_raw, time__intraday_position_dst_aware, time__month_boundary_indicators, time__day_type_indicators, time__holiday_indicators, time__intraday_day_progress_cyclical, time__weekly_calendar_cyclical, time__monthly_calendar_cyclical, time__annual_calendar_cyclical, time__auction_horizon, price__price_neighbor_lags_3d, price__price_neighbor_lags_7d, price__price_daily_summary_lag_7d, price__neighbor_prices_lag_24h, price__neighbor_prices_lag_168h, price__price_neighbor_spreads_lag_24h, price__price_neighbor_spreads_lag_168h, fundamentals__fund_load_fc, fundamentals__fund_wind_solar_fc, fundamentals__fund_load_lag_24h, fundamentals__fund_dk1_gen_fc, fundamentals__fund_neighbours_load_fc, fundamentals__fund_neighbours_wind_solar_fc, fundamentals__fund_neighbours_residual_load_fc, fundamentals__fund_system_stress, fundamentals__fund_ttf_da, fundamentals__fund_eua_carbon, fundamentals__fund_nordic_hydro_levels, fundamentals__fund_np_ida_capacity_ger, weather__weather_wind100m_bulk, weather__weather_pressure",cpu,AMD EPYC-Genoa Processor (8 vCPU),100,4638.128488837741,4660.74998644786,46.381284888377415,2.106705892831087,with_penalty,,2684.0
enet_fs3_wp,enet,linear,fs3,54.0,14.09422720828668,13.930572019644433,20.103286055798765,13.930572019644433,20.5792772275926,0.7503376152967832,17.121180406252385,22.270684568221537,0.8505282686463548,61.0,209.0,31,117,"time__annual_calendar_raw, time__month_boundary_indicators, time__day_type_indicators, time__dst_indicators, price__price_neighbor_lags_2d, price__price_neighbor_lags_3d, price__price_neighbor_lags_7d, price__price_rolling_same_period_3d, price__price_rolling_same_period_7d, price__price_daily_summary_lag_2d, price__price_daily_summary_lag_3d, price__price_daily_summary_lag_7d, price__neighbor_prices_lag_168h, price__price_neighbor_spreads_lag_168h, price__price_neighbor_spread_rolling_7d, fundamentals__fund_residual_load_fc, fundamentals__fund_net_imports, fundamentals__fund_load_lag_24h, fundamentals__fund_forecast_error_24h, fundamentals__fund_dk1_gen_fc, fundamentals__fund_neighbours_wind_solar_fc, fundamentals__fund_neighbours_gen_fc, fundamentals__fund_neighbours_residual_load_fc, fundamentals__fund_ttf_da, fundamentals__fund_eua_carbon, fundamentals__fund_hydro_regime_dev, fundamentals__fund_np_da_volumes, fundamentals__fund_np_ida_capacity_dk2, fundamentals__fund_np_ida_capacity_nl, fundamentals__fund_np_ida_capacity_aggregates, fundamentals__fund_np_intraday",cpu,AMD EPYC-Genoa Processor (8 vCPU),100,2593.2439928967506,2612.061016122345,25.932439928967504,1.3098870408721268,with_penalty,,2684.0
enet_fs4_np,enet,linear,fs4,95.0,13.753204377356052,13.753204377356052,19.62923367891984,13.753204377356052,20.316321527916884,0.7566770719839954,17.566960547927764,23.069194161598645,0.8396175734405597,71.0,233.0,34,97,"time__intraday_position_raw, time__intraday_position_dst_aware, time__weekly_calendar_raw, time__month_boundary_indicators, time__day_type_indicators, time__holiday_indicators, time__intraday_day_progress_cyclical, time__weekly_calendar_cyclical, time__monthly_calendar_cyclical, time__annual_calendar_cyclical, time__auction_horizon, price__price_neighbor_lags_2d, price__price_neighbor_lags_3d, price__price_neighbor_lags_7d, price__neighbor_prices_lag_24h, price__neighbor_prices_lag_168h, price__price_neighbor_spreads_lag_24h, price__price_neighbor_spreads_lag_168h, fundamentals__fund_load_fc, fundamentals__fund_wind_solar_fc, fundamentals__fund_residual_load_fc, fundamentals__fund_load_lag_24h, fundamentals__fund_dk1_gen_fc, fundamentals__fund_neighbours_load_fc, fundamentals__fund_neighbours_wind_solar_fc, fundamentals__fund_neighbours_residual_load_fc, fundamentals__fund_system_stress, fundamentals__fund_ttf_da, fundamentals__fund_eua_carbon, fundamentals__fund_nordic_hydro_levels, fundamentals__fund_np_ida_capacity_ger, weather__weather_wind100m_bulk, weather__weather_pressure, weather__weather_forecast_error_24h",cpu,AMD EPYC-Genoa Processor (8 vCPU),100,3671.31867376389,3693.4846888831817,36.7131867376389,1.593996335286647,no_penalty,,2684.0
lgbm_fs3_wp,lgbm,tree,fs3,93.0,12.839519252853203,12.681739034796884,17.84825394539853,12.681739034796884,19.63349014397865,0.7727583695878378,18.11459180772105,22.89256120630713,0.8420641582424478,61.0,209.0,30,107,"time__intraday_position_raw, time__weekly_calendar_raw, time__month_boundary_indicators, time__holiday_indicators, time__dst_indicators, price__price_same_period_lags, price__price_neighbor_lags_1d, price__price_rolling_same_period_2d, price__price_rolling_same_period_3d, price__price_rolling_same_period_7d, price__price_daily_summary_lag_1d, price__price_daily_summary_lag_2d, price__neighbor_prices_lag_168h, price__price_neighbor_spreads_lag_24h, price__price_neighbor_spread_rolling_7d, price__price_dst_imputation_indicator, fundamentals__fund_load_fc, fundamentals__fund_wind_solar_fc, fundamentals__fund_residual_load_fc, fundamentals__fund_scheduled_exchanges, fundamentals__fund_net_imports, fundamentals__fund_wind_solar_lag_24h, fundamentals__fund_dk1_gen_fc, fundamentals__fund_neighbours_gen_fc, fundamentals__fund_system_aggregates, fundamentals__fund_ttf_da, fundamentals__fund_hydro_regime_dev, fundamentals__fund_np_ida_volumes, fundamentals__fund_np_ida_capacity_nl, fundamentals__fund_np_intraday",cpu,AMD EPYC-Genoa Processor (8 vCPU),100,1514.5565724945627,1521.4627520018257,15.145565724945627,4.210254166275263,with_penalty,,2684.0
ridge_fs3_np,ridge,linear,fs3,99.0,13.532667294419065,13.532667294419065,19.72642131995655,13.532667294419067,20.395899367826253,0.7547671755419347,18.11537918780246,23.65722762298833,0.8313370746868363,61.0,209.0,30,104,"time__intraday_position_raw, time__weekly_calendar_raw, time__annual_calendar_raw, time__day_type_indicators, time__holiday_indicators, time__monthly_calendar_cyclical, time__auction_horizon, price__price_same_period_lags, price__price_neighbor_lags_2d, price__price_neighbor_lags_3d, price__price_neighbor_lags_7d, price__price_rolling_same_period_7d, price__price_daily_summary_lag_3d, price__price_neighbor_spreads_lag_168h, price__price_neighbor_spread_rolling_7d, fundamentals__fund_residual_load_fc, fundamentals__fund_load_lag_24h, fundamentals__fund_wind_solar_lag_24h, fundamentals__fund_residual_load_rolling, fundamentals__fund_dk1_gen_fc, fundamentals__fund_neighbours_wind_solar_fc, fundamentals__fund_neighbours_gen_fc, fundamentals__fund_system_aggregates, fundamentals__fund_system_stress, fundamentals__fund_ttf_da, fundamentals__fund_np_da_volumes, fundamentals__fund_np_ida_capacity_ger, fundamentals__fund_np_ida_capacity_nl, fundamentals__fund_np_ida_capacity_aggregates, fundamentals__fund_np_intraday",cpu,AMD EPYC-Genoa Processor (8 vCPU),100,40.34492555493489,60.08581296214834,0.4034492555493489,0.09038604609668255,no_penalty,,2684.0
ridge_fs3_wp,ridge,linear,fs3,99.0,13.69016043113567,13.532667294419065,19.72642131995655,13.532667294419067,20.395899367826253,0.7547671755419347,18.11537918780246,23.65722762298833,0.8313370746868363,61.0,209.0,30,104,"time__intraday_position_raw, time__weekly_calendar_raw, time__annual_calendar_raw, time__day_type_indicators, time__holiday_indicators, time__monthly_calendar_cyclical, time__auction_horizon, price__price_same_period_lags, price__price_neighbor_lags_2d, price__price_neighbor_lags_3d, price__price_neighbor_lags_7d, price__price_rolling_same_period_7d, price__price_daily_summary_lag_3d, price__price_neighbor_spreads_lag_168h, price__price_neighbor_spread_rolling_7d, fundamentals__fund_residual_load_fc, fundamentals__fund_load_lag_24h, fundamentals__fund_wind_solar_lag_24h, fundamentals__fund_residual_load_rolling, fundamentals__fund_dk1_gen_fc, fundamentals__fund_neighbours_wind_solar_fc, fundamentals__fund_neighbours_gen_fc, fundamentals__fund_system_aggregates, fundamentals__fund_system_stress, fundamentals__fund_ttf_da, fundamentals__fund_np_da_volumes, fundamentals__fund_np_ida_capacity_ger, fundamentals__fund_np_ida_capacity_nl, fundamentals__fund_np_ida_capacity_aggregates, fundamentals__fund_np_intraday",cpu,AMD EPYC-Genoa Processor (8 vCPU),100,40.856662474107,59.938241513911635,0.40856662474107,0.11740661831572652,with_penalty,,2684.0
rf_fs4_np,rf,tree,fs4,81.0,13.168199627753916,13.168199627753916,17.976580488286068,13.168199627753916,19.121343983988005,0.7844590921627206,18.329800603691623,22.36120229907847,0.8493107634112843,71.0,233.0,36,116,"time__intraday_position_dst_aware, time__weekly_calendar_raw, time__annual_calendar_raw, time__month_boundary_indicators, time__day_type_indicators, time__intraday_settlement_period_cyclical, time__minute_of_day_cyclical, time__weekly_calendar_cyclical, time__annual_calendar_cyclical, time__auction_horizon, price__price_neighbor_lags_1d, price__price_neighbor_lags_2d, price__price_rolling_same_period_2d, price__price_rolling_same_period_3d, price__price_rolling_same_period_7d, price__price_daily_summary_lag_1d, price__price_daily_summary_lag_3d, price__price_daily_summary_lag_7d, price__price_neighbor_spread_rolling_7d, price__price_dst_imputation_indicator, fundamentals__fund_wind_solar_fc, fundamentals__fund_residual_load_fc, fundamentals__fund_scheduled_exchanges, fundamentals__fund_load_lag_24h, fundamentals__fund_dk1_gen_fc, fundamentals__fund_neighbours_gen_fc, fundamentals__fund_system_aggregates, fundamentals__fund_ttf_da, fundamentals__fund_eua_carbon, fundamentals__fund_np_ida_volumes, fundamentals__fund_np_ida_capacity_dk2, fundamentals__fund_np_ida_capacity_nl, fundamentals__fund_np_intraday, weather__weather_wind10m, weather__weather_wind_shear, weather__weather_forecast_error_24h",cpu,AMD EPYC-Genoa Processor (8 vCPU),100,7966.634994454682,7988.685227562208,79.66634994454682,16.16151496488601,no_penalty,,2684.0
catboost_fs3_np,catboost,tree,fs3,65.0,12.25072876783475,12.25072876783475,17.596123580134574,12.250728767834751,18.470599371147607,0.7988801871762821,18.334118509037356,23.57324614701459,0.8325324319824793,61.0,209.0,32,110,"time__intraday_position_dst_aware, time__weekly_calendar_raw, time__annual_calendar_raw, time__month_boundary_indicators, time__day_type_indicators, time__intraday_settlement_period_cyclical, time__minute_of_day_cyclical, time__weekly_calendar_cyclical, time__monthly_calendar_cyclical, time__annual_calendar_cyclical, price__price_neighbor_lags_1d, price__price_neighbor_lags_2d, price__price_rolling_same_period_2d, price__price_rolling_same_period_3d, price__price_rolling_same_period_7d, price__price_daily_summary_lag_1d, price__price_daily_summary_lag_7d, price__price_neighbor_spreads_lag_24h, price__price_neighbor_spread_rolling_7d, fundamentals__fund_load_fc, fundamentals__fund_wind_solar_fc, fundamentals__fund_residual_load_fc, fundamentals__fund_scheduled_exchanges, fundamentals__fund_wind_solar_lag_24h, fundamentals__fund_residual_load_rolling, fundamentals__fund_dk1_gen_fc, fundamentals__fund_neighbours_wind_solar_fc, fundamentals__fund_neighbours_gen_fc, fundamentals__fund_system_stress, fundamentals__fund_hydro_regime_dev, fundamentals__fund_np_da_volumes, fundamentals__fund_np_intraday",cpu,AMD EPYC-Genoa Processor (8 vCPU),100,5508.524994617328,5503.303238744382,55.08524994617328,12.498510390985757,no_penalty,,2684.0
catboost_fs3_wp,catboost,tree,fs3,64.0,12.439631334471,12.271823663281104,17.864489658855607,12.271823663281104,18.97709127717808,0.7876989353435269,18.75163939904314,23.876807062593148,0.8281915848773225,61.0,209.0,32,109,"time__intraday_position_raw, time__intraday_position_dst_aware, time__weekly_calendar_raw, time__annual_calendar_raw, time__day_type_indicators, time__intraday_settlement_period_cyclical, time__minute_of_day_cyclical, time__weekly_calendar_cyclical, time__monthly_calendar_cyclical, time__annual_calendar_cyclical, price__price_neighbor_lags_2d, price__price_neighbor_lags_7d, price__price_rolling_same_period_2d, price__price_rolling_same_period_3d, price__price_rolling_same_period_7d, price__price_daily_summary_lag_1d, price__price_daily_summary_lag_7d, price__neighbor_prices_lag_168h, price__price_neighbor_spreads_lag_24h, price__price_dst_imputation_indicator, fundamentals__fund_load_fc, fundamentals__fund_wind_solar_fc, fundamentals__fund_wind_solar_lag_24h, fundamentals__fund_forecast_error_24h, fundamentals__fund_residual_load_rolling, fundamentals__fund_neighbours_wind_solar_fc, fundamentals__fund_neighbours_gen_fc, fundamentals__fund_system_stress, fundamentals__fund_ttf_da, fundamentals__fund_hydro_regime_dev, fundamentals__fund_np_da_volumes, fundamentals__fund_np_intraday",cpu,AMD EPYC-Genoa Processor (8 vCPU),100,3376.1878111767583,3380.8509043869562,33.76187811176758,2.04229530133307,with_penalty,,2684.0
lasso_fs3_np,lasso,linear,fs3,81.0,14.29355027815011,14.29355027815011,20.126122706444168,14.293550278150109,20.778889493300092,0.7454708390151767,18.860343316616447,25.009594139175007,0.8115026628818516,61.0,209.0,24,80,"time__intraday_position_raw, time__month_boundary_indicators, time__day_type_indicators, time__dst_indicators, time__weekly_calendar_cyclical, time__monthly_calendar_cyclical, time__annual_calendar_cyclical, price__price_neighbor_lags_1d, price__price_neighbor_lags_2d, price__price_neighbor_lags_7d, price__price_daily_summary_lag_3d, price__price_daily_summary_lag_7d, price__neighbor_prices_lag_24h, fundamentals__fund_load_fc, fundamentals__fund_residual_load_fc, fundamentals__fund_wind_solar_lag_24h, fundamentals__fund_forecast_error_24h, fundamentals__fund_residual_load_rolling, fundamentals__fund_dk1_gen_fc, fundamentals__fund_system_aggregates, fundamentals__fund_ttf_da, fundamentals__fund_np_da_volumes, fundamentals__fund_np_ida_capacity_dk2, fundamentals__fund_np_ida_capacity_ger",cpu,AMD EPYC-Genoa Processor (8 vCPU),100,5108.229725356214,5126.356817126274,51.08229725356214,5.2000305890105665,no_penalty,,2684.0
tabnet_fs3_np,tabnet,neural,fs3,,,11.806474494934083,,,,,19.368422367006087,24.189855366743636,0.8236568985209861,,,38,137,,cuda,NVIDIA GeForce RTX 4090,100,18506.385291576385,19498.331215381622,184.55895978450775,50.48931312561035,no_penalty,,2684.0
rf_fs4_wp,rf,tree,fs4,81.0,13.26579337718621,13.112431834539773,18.429566675784866,13.112431834539779,19.45948271265667,0.7767685080953357,19.37201873855389,24.118010096775016,0.8247028413833334,71.0,233.0,34,113,"time__intraday_position_raw, time__intraday_position_dst_aware, time__weekly_calendar_raw, time__holiday_indicators, time__dst_indicators, time__minute_of_day_cyclical, time__monthly_calendar_cyclical, time__annual_calendar_cyclical, time__auction_horizon, price__price_same_period_lags, price__price_neighbor_lags_1d, price__price_neighbor_lags_3d, price__price_rolling_same_period_2d, price__price_rolling_same_period_7d, price__price_daily_summary_lag_1d, price__price_daily_summary_lag_2d, price__price_dst_imputation_indicator, fundamentals__fund_load_fc, fundamentals__fund_wind_solar_fc, fundamentals__fund_scheduled_exchanges, fundamentals__fund_net_imports, fundamentals__fund_neighbours_wind_solar_fc, fundamentals__fund_neighbours_gen_fc, fundamentals__fund_ttf_da, fundamentals__fund_hydro_regime_dev, fundamentals__fund_np_ida_volumes, fundamentals__fund_np_intraday, weather__weather_wind100m_bulk, weather__weather_wind100m_zones, weather__weather_wind100m_direction, weather__weather_wind10m, weather__weather_temperature, weather__weather_solar, weather__weather_pressure",cpu,AMD EPYC-Genoa Processor (8 vCPU),100,6368.20656749839,6389.325671257917,63.682065674983896,17.08133961400017,with_penalty,,2684.0
rf_fs3_wp,rf,tree,fs3,78.0,13.018710680903766,12.85534257360123,18.283815647792004,12.85534257360123,19.60809345102183,0.7733458813592166,19.946293213325163,24.627193084485835,0.8172229084928286,61.0,209.0,31,114,"time__weekly_calendar_raw, time__annual_calendar_raw, time__day_type_indicators, time__dst_indicators, time__minute_of_day_cyclical, price__price_same_period_lags, price__price_rolling_same_period_2d, price__price_rolling_same_period_3d, price__price_rolling_same_period_7d, price__price_daily_summary_lag_1d, price__price_daily_summary_lag_2d, price__price_daily_summary_lag_3d, price__price_daily_summary_lag_7d, price__price_neighbor_spreads_lag_24h, price__price_neighbor_spreads_lag_168h, price__price_dst_imputation_indicator, fundamentals__fund_wind_solar_fc, fundamentals__fund_residual_load_fc, fundamentals__fund_load_lag_24h, fundamentals__fund_wind_solar_lag_24h, fundamentals__fund_residual_load_rolling, fundamentals__fund_dk1_gen_fc, fundamentals__fund_neighbours_gen_fc, fundamentals__fund_ttf_da, fundamentals__fund_nordic_hydro_levels, fundamentals__fund_nordic_hydro_aggregates, fundamentals__fund_hydro_regime_dev, fundamentals__fund_np_ida_capacity_dk2, fundamentals__fund_np_ida_capacity_nl, fundamentals__fund_np_ida_capacity_aggregates, fundamentals__fund_np_intraday",cpu,AMD EPYC-Genoa Processor (8 vCPU),100,6143.482527417131,6164.37083671242,61.43482527417131,14.000916718039662,with_penalty,,2684.0
